"name","overallRating","responseRate","responseTime","revBased","numProierties","url","location","pID"
"Mainridge B by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p2170076/","Mainridge B by Ski Country Resorts            Breckenridge, Colorado","p2170076"
"Chimney Ridge Townhomes 515 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p126754/","Chimney Ridge Townhomes 515 by Ski Country Resorts            Breckenridge, Colorado","p126754"
"Double Eagle Condos A12 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126758/","Double Eagle Condos A12 by Ski Country Resorts            Breckenridge, Colorado","p126758"
"Tannenbaum by the River 101 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128172/","Tannenbaum by the River 101 by Ski Country Resorts            Breckenridge, Colorado","p128172"
"Blue Heaven","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-vacation-rentals/p866095/","Blue Heaven            Miramar Beach, Florida","p866095"
"Large Condo walk to Davis Beach, Ponderosa Park or Town!","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-condo-rentals/p27910/","Large Condo walk to Davis Beach, Ponderosa Park or Town!            McCall, Idaho","p27910"
"Estate of Tranquility","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p2120870/","Estate of Tranquility            Destin, Florida","p2120870"
"(57) The Williams Cabin","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583277/","(57) The Williams Cabin            Wawona, California","p583277"
"Park Meadows Lodge 7A by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128151/","Park Meadows Lodge 7A by Ski Country Resorts            Breckenridge, Colorado","p128151"
"Park Meadows Lodge 1A by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126794/","Park Meadows Lodge 1A by Ski Country Resorts            Breckenridge, Colorado","p126794"
"Columbine Condos 103 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126745/","Columbine Condos 103 by Ski Country Resorts            Breckenridge, Colorado","p126745"
"(7) Cedar Lodge","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583247/","(7) Cedar Lodge            Wawona, California","p583247"
"Summer Breeze Condominium 209","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68401/","Summer Breeze Condominium 209            Miramar Beach, Florida","p68401"
"Boulder Ridge Home by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p132429/","Boulder Ridge Home by Ski Country Resorts            Breckenridge, Colorado","p132429"
"Birch Fairway- Spacious family retreat with private hot tub","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-vacation-rentals/p27868/","Birch Fairway- Spacious family retreat with private hot tub            McCall, Idaho","p27868"
"Motherlode Condos C4 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126782/","Motherlode Condos C4 by Ski Country Resorts            Breckenridge, Colorado","p126782"
"The Waverly House In Destiny","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p66070/","The Waverly House In Destiny            Destin, Florida","p66070"
"(36) Larkspur Lair","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p2020793/","(36) Larkspur Lair            Wawona, California","p2020793"
"Trails End Condos 215 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128206/","Trails End Condos 215 by Ski Country Resorts            Breckenridge, Colorado","p128206"
"Park Meadows Lodge 4A by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126817/","Park Meadows Lodge 4A by Ski Country Resorts            Breckenridge, Colorado","p126817"
"175 Salt Works Road 18659","4.5 / 5.0","n/a","n/a","181","568","https://www.flipkey.com/eastham-vacation-rentals/p184827/","175 Salt Works Road 18659            Eastham, Massachusetts","p184827"
"Pali Ke Kua #108: Stunning sunset and ocean view 1bdr/1bath condo!","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/princeville-condo-rentals/p29255/","Pali Ke Kua #108: Stunning sunset and ocean view 1bdr/1bath condo!            Princeville, Hawaii","p29255"
"Summerhouse 23","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p229679/","Summerhouse 23            Miramar Beach, Florida","p229679"
"Under The Tuscan Sun","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-vacation-rentals/p28920/","Under The Tuscan Sun            Miramar Beach, Florida","p28920"
"The Woods Townhomes 125 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p128195/","The Woods Townhomes 125 by Ski Country Resorts            Breckenridge, Colorado","p128195"
"Lae Nani #431: Lush beachfront property and ocean views!","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/kapaa-condo-rentals/p140403/","Lae Nani #431: Lush beachfront property and ocean views!            Kapaa, Hawaii","p140403"
"Emerald Beach House","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-vacation-rentals/p29063/","Emerald Beach House            Miramar Beach, Florida","p29063"
"Village Point Townhomes 108 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p128235/","Village Point Townhomes 108 by Ski Country Resorts            Breckenridge, Colorado","p128235"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68314/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68314"
"Jade East Towers 1740","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-condo-rentals/p68368/","Jade East Towers 1740            Destin, Florida","p68368"
"Blue Surf Townhomes 11B","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p68322/","Blue Surf Townhomes 11B            Miramar Beach, Florida","p68322"
"Tannenbaum by the River 204 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128176/","Tannenbaum by the River 204 by Ski Country Resorts            Breckenridge, Colorado","p128176"
"Hidden Dunes Condominium 1305","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p281349/","Hidden Dunes Condominium 1305            Miramar Beach, Florida","p281349"
"Powderhorn Condos C303 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126790/","Powderhorn Condos C303 by Ski Country Resorts            Breckenridge, Colorado","p126790"
"Summer Breeze Condominium 306","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p66059/","Summer Breeze Condominium 306            Miramar Beach, Florida","p66059"
"Soleil Levant","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-vacation-rentals/p29068/","Soleil Levant            Miramar Beach, Florida","p29068"
"Mediterranea 314E","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68375/","Mediterranea 314E            Miramar Beach, Florida","p68375"
"Pines at Four O'clock 97 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p468870/","Pines at Four O'clock 97 by Ski Country Resorts            Breckenridge, Colorado","p468870"
"Jade East Towers 0220","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-condo-rentals/p68342/","Jade East Towers 0220            Destin, Florida","p68342"
"(50R) Soots-Me","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583228/","(50R) Soots-Me            Wawona, California","p583228"
"Beautiful condo close to Ponderosa State Park and beach.","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-condo-rentals/p27962/","Beautiful condo close to Ponderosa State Park and beach.            McCall, Idaho","p27962"
"Trails End Condos P9 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128221/","Trails End Condos P9 by Ski Country Resorts            Breckenridge, Colorado","p128221"
"(66) Grizzly Giant","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583238/","(66) Grizzly Giant            Wawona, California","p583238"
"Charming Cabin Nestled in the trees of Spring Mountain Ranch","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-vacation-rentals/p27937/","Charming Cabin Nestled in the trees of Spring Mountain Ranch            McCall, Idaho","p27937"
"Winterpoint Townhomes 4 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p128237/","Winterpoint Townhomes 4 by Ski Country Resorts            Breckenridge, Colorado","p128237"
"Der Steiermark 109 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126761/","Der Steiermark 109 by Ski Country Resorts            Breckenridge, Colorado","p126761"
"Crystal Village 18A","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68334/","Crystal Village 18A            Miramar Beach, Florida","p68334"
"Park Meadows Lodge 8D by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128158/","Park Meadows Lodge 8D by Ski Country Resorts            Breckenridge, Colorado","p128158"
"Trails End Condos P5 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128223/","Trails End Condos P5 by Ski Country Resorts            Breckenridge, Colorado","p128223"
"Park Meadows Lodge 5B by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128144/","Park Meadows Lodge 5B by Ski Country Resorts            Breckenridge, Colorado","p128144"
"Antlers Lodge B23 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p126728/","Antlers Lodge B23 by Ski Country Resorts            Breckenridge, Colorado","p126728"
"(30A) Dunning's Retreat","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583198/","(30A) Dunning's Retreat            Wawona, California","p583198"
"Main Street Station 2305 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126780/","Main Street Station 2305 by Ski Country Resorts            Breckenridge, Colorado","p126780"
"Jade East Towers 0550","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-condo-rentals/p68349/","Jade East Towers 0550            Destin, Florida","p68349"
"Terra Mar 604, 2 Bedroom, Gulf Front, Elevator, Heated Pool, Sleeps 6","2.3 / 5.0","n/a","n/a","3","35","https://www.flipkey.com/fort-myers-beach-condo-rentals/p1074296/","Terra Mar 604, 2 Bedroom, Gulf Front, Elevator, Heated Pool, Sleeps 6            Fort Myers Beach, Florida","p1074296"
"Cascades #402, Gulf Front, 3 Bedrooms, Elevator, Heated Pool, Sleeps 6","2.3 / 5.0","n/a","n/a","3","35","https://www.flipkey.com/fort-myers-beach-condo-rentals/p1074308/","Cascades #402, Gulf Front, 3 Bedrooms, Elevator, Heated Pool, Sleeps 6            Fort Myers Beach, Florida","p1074308"
"Beachside Inn - 1 King Bed","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68308/","Beachside Inn - 1 King Bed            Destin, Florida","p68308"
"Costa Del Sol A1A","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p66023/","Costa Del Sol A1A            Miramar Beach, Florida","p66023"
"Trails End Condos P8 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128220/","Trails End Condos P8 by Ski Country Resorts            Breckenridge, Colorado","p128220"
"Hidden Dunes Cottage 126","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p271278/","Hidden Dunes Cottage 126            Miramar Beach, Florida","p271278"
"(16B) Charlottes' Station","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583170/","(16B) Charlottes' Station            Wawona, California","p583170"
"Pali Ke Kua #118: Kick back, relax! Whale watch or catch a georgous sunset!","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/princeville-condo-rentals/p29254/","Pali Ke Kua #118: Kick back, relax! Whale watch or catch a georgous sunset!            Princeville, Hawaii","p29254"
"Summer Breeze Condominium 301","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68405/","Summer Breeze Condominium 301            Miramar Beach, Florida","p68405"
"Hidden Dunes Cottage 165","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p468253/","Hidden Dunes Cottage 165            Miramar Beach, Florida","p468253"
"Summer Breeze Condominium 211","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68403/","Summer Breeze Condominium 211            Miramar Beach, Florida","p68403"
"(74) Our Yosemite Getaway","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p1718109/","(74) Our Yosemite Getaway            Wawona, California","p1718109"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68309/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68309"
"Blue Surf Townhomes 23","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p68326/","Blue Surf Townhomes 23            Miramar Beach, Florida","p68326"
"Trails End Condos 204 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128203/","Trails End Condos 204 by Ski Country Resorts            Breckenridge, Colorado","p128203"
"Blue Surf Townhomes 24","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p66015/","Blue Surf Townhomes 24            Miramar Beach, Florida","p66015"
"Maravilla Condominium 2312","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p935416/","Maravilla Condominium 2312            Miramar Beach, Florida","p935416"
"Park Meadows Lodge 3A by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126813/","Park Meadows Lodge 3A by Ski Country Resorts            Breckenridge, Colorado","p126813"
"(99) Oak Grove","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583273/","(99) Oak Grove            Wawona, California","p583273"
"Hidden Dunes Condominium 1005","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p229766/","Hidden Dunes Condominium 1005            Miramar Beach, Florida","p229766"
"Martinique At Port-of-Call","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-vacation-rentals/p66044/","Martinique At Port-of-Call            Miramar Beach, Florida","p66044"
